book_id,Book_Name,guten_genre,Author_Name
pg32132,Long Live the King!,Literary,Boothby| Guy
pg32424,Arthur O'Leary: His Wanderings And Ponderings In Many Lands,Literary,Lever| Charles James
pg32428,The Brightener,Literary,Williamson| A. M.| Williamson| C. N.
pg32516,A Marriage at Sea,Sea and Adventure,Russell| William Clark
pg32560,Gerald Fitzgerald- the Chevalier: A Novel,Sea and Adventure,Viebig| Clara
pg32576,A Novelist on Novels,Literary,George| Walter Lionel
pg32692,A Day's Ride: A Life's Romance,Literary,Lever| Charles James
pg32693,That Boy Of Norcott's,Literary,Lever| Charles James
pg32732,Jacob's Ladder,Detective and Mystery,Oppenheim| E. Phillips
pg32757,"Tried for Her Life - A Sequel to ""Cruel As the Grave""",Literary,Southworth| Emma Dorothy Eliza Nevitte
pg32826,Fairfax and His Pride: A Novel,Literary,Vorst| Marie Van
pg32840,One Of Them,Literary,Lever| Charles James
pg32882,Lady Cassandra,Literary,Vaizey| Mrs. George de Horne
pg32915,Sir Hilton's Sin,Literary,Fenn| George Manville
pg32917,The Sapphire Cross,Literary,Fenn| George Manville
pg32929,Thereby Hangs a Tale. Volume One,Literary,Fenn| George Manville
pg32936,An Unknown Lover,Literary,Vaizey| Mrs. George de Horne
pg33004,The Red Rat's Daughter,Detective and Mystery,Boothby| Guy
pg33019,The Green God,Detective and Mystery,Kummer| Frederic Arnold
pg33081,Sir Jasper Carew: His Life and Experience,Literary,Lever| Charles James
pg33099,The Truth About Tristrem Varick: A Novel,Literary,Saltus| Edgar
pg33195,Was It Right to Forgive? A Domestic Romance,Literary,Barr| Amelia E.
pg33312,Faith and Unfaith: A Novel,Literary,Duchess|
pg33401,The Little Schoolmaster Mark: A Spiritual Romance,Literary,Davis| Richard Harding
pg33423,A Man in the Open,Literary,Pocock| Roger
pg33468,Roland Cashel- Volume I (of II),Literary,Lever| Charles James
pg33469,Roland Cashel- Volume II (of II),Literary,Lever| Charles James
pg33482,The Furnace,Literary,Macaulay| Rose
pg33490,The Gambler: A Novel,Literary,Thurston| Katherine Cecil
pg33498,Bransford of Rainbow Range - Originally Published under the title of Bransford in Arcadia- The Little Eohippus,Western Stories,Rhodes| Eugene Manlove
pg33556,The Fortunes Of Glencore,Literary,Lever| Charles James
pg33565,The Bachelors: A Novel,Literary,Orcutt| William Dana
pg33604,Tony Butler,Literary,Lever| Charles James
pg33664,Norine's Revenge- and- Sir Noel's Heir,Literary,Fleming| May Agnes
pg33695,X Y Z: A Detective Story,Detective and Mystery,Green| Anna Katharine
pg33715,The Cottage of Delight: A Novel,Literary,Harben| Will N.
pg33747,An Engagement of Convenience: A Novel,Literary,Zangwill| Louis
pg33759,The Key to Yesterday,Literary,Buck| Charles Neville
pg33780,The Haunted Pajamas,Literary,Elliott| Francis Perry
pg33867,King of Camargue,Literary,Aicard| Jean
pg33892,Regina- or the Sins of the Fathers,Literary,Sudermann| Hermann
pg33945,The Unknown Sea,Allegories,Housman| Clemence
pg33959,The Reclaimers,Literary,McCarter| Margaret Hill
pg33973,The Mysterious Wanderer- Vol. I,Literary,Reeve| Sophia
pg33989,Love Works Wonders: A Novel,Literary,Brame| Charlotte M.
pg34034,The Belovéd Traitor,Literary,Packard| Frank L.
pg34035,The Hillman,Detective and Mystery,Oppenheim| E. Phillips
pg34046,Whispering Wires,Detective and Mystery,Leverage| Henry
pg34088,A Poached Peerage,Literary,Magnay| Sir William
pg34138,Lady Maude's Mania,Literary,Fenn| George Manville
pg34140,A Double Knot,Literary,Fenn| George Manville
pg34142,By Birth a Lady,Literary,Fenn| George Manville
pg34164,A Blot on the Scutcheon,Literary,Knowles| Mabel Winifred
pg34166,Capricious Caroline,Literary,Rowlands| Effie Adelaide
pg34168,Zula,Literary,Lindley| H. Esselstyn
pg34202,The Girl From Tim's Place,Literary,Munn| Charles Clark
pg34244,The Star-Gazers,Literary,Fenn| George Manville
pg34246,Of High Descent,Literary,Fenn| George Manville
pg34248,The Man with a Shadow,Literary,Fenn| George Manville
pg34277,A Mysterious Disappearance,Detective and Mystery,Tracy| Louis
pg34402,Phases of an Inferior Planet,Literary,Glasgow| Ellen Anderson Gholson
pg34415,For the Allinson Honor,Literary,Bindloss| Harold
pg34428,Alas! A Novel,Literary,Broughton| Rhoda
pg34482,The Rosery Folk,Literary,Fenn| George Manville
pg34500,The Gold Brick,Literary,Stephens| Ann S.
pg34567,Paradise Bend,Western Stories,White| William Patterson
pg34575,The Triumph of Virginia Dale,Literary,Francis| John
pg34587,Mrs. Halliburton's Troubles,Literary,Trevena| John
pg34598,Through Night to Light: A Novel,Literary,Spielhagen| Friedrich
pg34599,What the Swallow Sang: A Novel,Literary,Spielhagen| Friedrich
pg34609,King of the Castle,Literary,Fenn| George Manville
pg34616,Barren Honour: A Novel,Literary,Lawrence| George A.
pg34619,The Gateless Barrier,Ghost and Horror,Malet| Lucas
pg34628,I- Thou- and the Other One: A Love Story,Love and Romance,Barr| Amelia E.
pg34629,The Mysterious Wanderer  Vol. II,Literary,Reeve| Sophia
pg34657,The Breaking of the Storm- Vol. I.,Literary,Spielhagen| Friedrich
pg34658,The Breaking of the Storm- Vol. II.,Literary,Spielhagen| Friedrich
pg34659,The Breaking of the Storm- Vol. III.,Literary,Spielhagen| Friedrich
pg34662,Willing to Die: A Novel,Literary,Fanu| Joseph Sheridan Le
pg34663,Commodore Junk,Literary,Fenn| George Manville
pg34664,The Mynns' Mystery,Detective and Mystery,Fenn| George Manville
pg34709,The Man with the Double Heart,Literary,Hine| Muriel
pg34710,One of My Sons,Detective and Mystery,Green| Anna Katharine
pg34738,The Ivory Gate- a new edition,Literary,Besant| Walter
pg34748,Problematic Characters: A Novel,Literary,Spielhagen| Friedrich
pg34794,Englefield Grange- Mary Armstrong's Troubles,Literary,Paull| Mrs. H. B.
pg34835,The Pagan's Cup,Detective and Mystery,Abbott| Eleanor Hallowell
pg34849,The Rival Crusoes- The Ship Wreck - Also A Voyage to Norway  and The Fisherman's Cottage.,Literary,Strickland| Agnes
pg34932,Mystery and Confidence: A Tale. Vol. 1,Literary,Pinchard| Elizabeth Sibthorpe
pg34933,Mystery and Confidence: A Tale. Vol. 3,Literary,Pinchard| Elizabeth Sibthorpe
pg34934,£19-000,Detective and Mystery,Delannoy| Burford
pg34947,The House of Strange Secrets: A Detective Story,Detective and Mystery,Bayly| A. Eric
pg34968,Mystery and Confidence: A Tale. Vol. 2,Literary,Pinchard| Elizabeth Sibthorpe
pg34999,The Count of Nideck - adapted from the French of Erckmann-Chartrian,Literary,Erckmann-Chatrian| | Fiske| Ralph Browning
pg35003,The House in the Mist,Detective and Mystery,Green| Anna Katharine
pg35038,The Carleton Case,Literary,Clark| Ellery H.
pg35057,Dilemmas of Pride- (Vol 2 of 3),Literary,Loudon| Mrs.
pg35058,Dilemmas of Pride- (Vol 3 of 3),Literary,Loudon| Mrs.
pg35077,Girl Alone,Literary,Austin| Anne
pg35078,The Mesa Trail,Western Stories,Bedford-Jones| H.
pg35140,The Blind Mother- and The Last Confession,Literary,Caine| Sir Hall
pg35146,The Solitary Farm,Detective and Mystery,Hume| Fergus
pg35203,In the Van- The Builders,Literary,Price-Brown| John
pg35205,Who?,Detective and Mystery,Kent| Elizabeth
pg35214,The Guerilla Chief- and Other Tales,Literary,Reid| Mayne
pg35217,The Oyster,Literary,Peer|
pg35233,The Streets of Ascalon - Episodes in the Unfinished Career of Richard Quarren- Esqre.,Literary,Chambers| Robert W.
pg35254,In the Onyx Lobby,Detective and Mystery,Wells| Carolyn
pg35294,A Wife's Duty: A Tale,Literary,Opie| Amelia
pg35296,Sir Brook Fossbrooke- Volume I.,Literary,Lever| Charles James
pg35297,Sir Brook Fossbrooke- Volume II.,Literary,Lever| Charles James
pg35304,The Last Stroke: A Detective Story,Detective and Mystery,Lynch| Lawrence L.
pg35313,A Practical Novelist,Literary,Davidson| John
pg35326,The Long Lane's Turning,Literary,Rives| Hallie Erminie
pg35336,The Lady Evelyn: A Story of To-day,Literary,Pemberton| Max
pg35358,A Song of a Single Note: A Love Story,Love and Romance,Barr| Amelia E.
pg35361,The Wicked Marquis,Detective and Mystery,Oppenheim| E. Phillips
pg35367,Mad: A Story of Dust and Ashes,Literary,Fenn| George Manville
pg35368,Friends I Have Made,Literary,Fenn| George Manville
pg35384,Mrs. Geoffrey,Literary,Duchess| 
pg35424,The Amethyst Box,Detective and Mystery,Green| Anna Katharine
pg35428,A Charming Fellow- Volume I,Literary,Trollope| Frances Eleanor
pg35429,A Charming Fellow- Volume II,Literary,Trollope| Frances Eleanor
pg35430,A Charming Fellow- Volume III,Literary,Trollope| Frances Eleanor
pg35441,The Dodd Family Abroad- Vol. I,Literary,Lever| Charles James
pg35442,The Dodd Family Abroad- Vol. II,Literary,Lever| Charles James
pg35443,Lost Lenore: The Adventures of a Rolling Stone,Sea and Adventure,Reid| Mayne
pg35462,Sharing Her Crime: A Novel,Detective and Mystery,Fleming| May Agnes
pg35484,The Black Eagle Mystery,Detective and Mystery,Bonner| Geraldine
pg35509,The Golden Road,Literary,Allen| Frank Waller
pg35517,The Three Impostors- The Transmutations,Ghost and Horror,Machen| Arthur
pg35523,Only One Love- Who Was the Heir,Literary,Garvice| Charles
pg35527,The Haute Noblesse: A Novel,Literary,Fenn| George Manville
pg35528,"The Secret of the Sands- The ""Water Lily"" and her Crew",Sea and Adventure,Collingwood| Harry
pg35533,The Haunted Room: A Tale,Literary,E.| A. L. O.
pg35548,Doctor Cupid: A Novel,Literary,Broughton| Rhoda
pg35599,The Funny Philosophers- or Wags and Sweethearts.  A Novel,Literary,Yellott| George
pg35661,Mysterious Mr. Sabin,Detective and Mystery,Oppenheim| E. Phillips
pg35664,Titan: A Romance. v. 1 (of 2),Literary,Paul| Jean
pg35691,The Late Tenant,Literary,Tracy| Louis
pg35740,The Game and the Candle,Literary,Ingram| Eleanor M.
pg35765,Lily Pearl and The Mistress of Rosedale,Literary,Glenwood| Ida
pg35769,Dilemmas of Pride- (Vol 1 of 3),Literary,Loudon| Mrs
pg35785,The Hills of Refuge: A Novel,Literary,Harben| Will N.
pg35787,Plain Mary Smith: A Romance of Red Saunders,Humorous and Wit and Satire,Phillips| Henry Wallace
pg35833,The Black Star: A Detective Story,Detective and Mystery,McCulley| Johnston
pg35902,Final Proof- The Value of Evidence,Detective and Mystery,Ottolengui| Rodrigues
pg35912,The Finger of Fate: A Romance,Literary,Reid| Mayne
pg35913,The Child Wife,Literary,Reid| Mayne
pg36027,Silent Struggles,Literary,Stephens| Ann S.
pg36029,A Speckled Bird,Literary,Evans| Augusta J.
pg36071,Hesperus- Forty-Five Dog-Post-Days: A Biography. Vol. I.,Literary,Paul| Jean
pg36087,Hesperus- Forty-Five Dog-Post-Days: A Biography. Vol. II.,Literary,Paul| Jean
pg36159,The Letter of Credit,Love and Romance,Warner| Susan
pg36199,Bijou,Literary,Gyp| 
pg36232,The Shooting of Dan McGrew- A Novel. Based on the Famous Poem of Robert Service,Literary,Dana| Marvin| Service| Robert W.
pg36247,The Red Mouse: A Mystery Romance,Detective and Mystery,Osborne| William Hamilton
pg36353,The Invisible Lodge,Literary,Paul| Jean
pg36360,Faithful Margaret: A Novel,Literary,Simpson| Mrs. J. M.
pg36364,Zoe- Some Day: A Novel,Literary,Leonard| May
pg36366,Dangerous Ground- The Rival Detectives,Detective and Mystery,Lynch| Lawrence L.
pg36374,Wives and Widows- The Broken Life,Literary,Stephens| Ann S.
pg36401,The Turn of the Tide: The Story of How Margaret Solved Her Problem,Literary,Porter| Eleanor H.
pg36403,Titan: A Romance. v. 2 (of 2),Literary,Paul| Jean
pg36414,Jessamine: A Novel,Literary,Harland| Marion
pg36439,The Story of an Untold Love,Literary,Ford| Paul Leicester
pg36467,A Butterfly on the Wheel: A Novel,Literary,Hemmerde| Edward G.| Neilson| Francis| Thorne| Guy
pg36588,The Red Derelict,Sea and Adventure,Mitford| Bertram
pg36593,Fordham's Feud,Literary,Mitford| Bertram
pg36713,The Haunted Homestead: A Novel,Literary,Southworth| Emma Dorothy Eliza Nevitte
pg36723,One Maid's Mischief,Literary,Fenn| George Manville
pg36758,Cynthia Wakeham's Money,Detective and Mystery,Green| Anna Katharine
pg36875,Midnight Webs,Literary,Fenn| George Manville
pg37081,In Strange Company: A Story of Chili and the Southern Seas,Sea and Adventure,Boothby| Guy
pg37107,A Life For a Love: A Novel,Literary,Meade| L. T.
pg37204,The Ranchman,Western Stories,Seltzer| Charles Alden
pg37208,The Wayfarers,Literary,Cutting| Mary Stewart
pg37338,The Crime Doctor,Detective and Mystery,Hornung| E. W.
pg37355,Pray You- Sir- Whose Daughter?,Literary,Gardener| Helen H.
pg37412,The Empty Sack,Literary,King| Basil
pg37430,The Sin of Monsieur Pettipon- and other humorous tales,Humorous and Wit and Satire,Connell| Richard Edward
pg37451,Rough-Hewn,Literary,Fisher| Dorothy Canfield
pg37467,Daisy Thornton,Literary,Holmes| Mary Jane
pg37476,Jessie Graham,Literary,Holmes| Mary Jane
pg37479,The Debit Account,Literary,Onions| Oliver
pg37490,The Gray Phantom's Return,Detective and Mystery,Landon| Herman
pg37664,The Sins of the Children: A Novel,Literary,Hamilton| Cosmo
pg37710,Mavis of Green Hill,Love and Romance,Baldwin| Faith
pg37781,Notwithstanding,Literary,Cholmondeley| Mary
pg37827,The Open Question: A Tale of Two Temperaments,Literary,Robins| Elizabeth
pg37838,The Story of Louie,Literary,Onions| Oliver
pg37866,A Humble Enterprise,Literary,Cambridge| Ada
pg37913,The Gray Phantom,Detective and Mystery,Landon| Herman
pg37919,In Accordance with the Evidence,Literary,Onions| Oliver
pg38006,The Heatherford Fortune - a sequel to the Magic Cameo,Literary,Sheldon| Mrs. Georgie
pg38186,The Sailor,Literary,Snaith| J. C.
pg38199,Kenneth McAlpine: A Tale of Mountain- Moorland and Sea,Literary,Stables| Gordon
pg38212,The Making of William Edwards- The Story of the Bridge of Beauty,Literary,Banks| Mrs. G. Linnaeus
pg3828,Simon the Jester,Humorous and Wit and Satire,Locke| William John
pg38291,A Witch of the Hills- v. 1 [of 2],Literary,Warden| Florence
pg38292,A Witch of the Hills- v. 2 [of 2],Literary,Warden| Florence
pg38325,The Happy Warrior,Literary,Hutchinson| A. S. M.
pg38368,A Knight on Wheels,Literary,Hay| Ian
pg38474,Loaded Dice,Literary,Clark| Ellery H.
pg38489,Gargoyles,Literary,Hecht| Ben
pg38623,The Story of Charles Strange: A Novel. Vol. 1 (of 3),Literary,Wood| Mrs. Henry
pg38624,The Story of Charles Strange: A Novel. Vol. 2 (of 3),Literary,Wood| Mrs. Henry
pg38625,The Story of Charles Strange: A Novel. Vol. 3 (of 3),Literary,Wood| Mrs. Henry
pg38679,Miranda of the Balcony: A Story,Literary,Mason| A. E. W.
pg38685,The Truants,Literary,Mason| A. E. W.
pg38689,The Turnstile,Literary,Mason| A. E. W.
pg38702,The Maker of Opportunities,Literary,Gibbs| George
pg38715,A Singular Metamorphosis,Literary,Skiles| May Evelyn
pg38798,The Monctons: A Novel. Volume 2 (of 2),Literary,Moodie| Susanna
pg38888,Out of a Labyrinth,Detective and Mystery,Lynch| Lawrence L.
pg39018,Mr. Marx's Secret,Detective and Mystery,Oppenheim| E. Phillips
pg39066,The White Blackbird,Literary,Aitken| Robert
pg39111,Miser Farebrother: A Novel (vol. 1 of 3),Literary,Farjeon| B. L.
pg39192,It May Be True- Vol. 2 (of 3),Literary,Wood| Mrs. Henry
pg39193,It May Be True- Vol. 3 (of 3),Literary,Wood| Mrs. Henry
pg39207,Tales for Fifteen,Literary,Cooper| James Fenimore
pg39345,Mitchelhurst Place: A Novel. Vol. 1 (of 2),Literary,Veley| Margaret
pg39349,Wyndham's Pal,Literary,Bindloss| Harold
pg39359,Mabel: A Novel. Vol. 3 (of 3),Literary,Newby| Mrs. C. J.
pg39377,Mildred Arkell: A Novel. Vol. 2 (of 3),Literary,Wood| Mrs. Henry
pg39417,A Gamble with Life,Detective and Mystery,Hocking| Silas K.
pg39425,The Mysterious Wanderer- Vol. III - A Novel in Three Volumes,Literary,Reeve| Sophia
pg39556,Guy and Pauline,Literary,MacKenzie| Compton
pg39616,In the Hands of the Malays- and Other Stories,Sea and Adventure,Henty| G. A.
pg39660,Sylvia & Michael: The later adventures of Sylvia Scarlett,Literary,MacKenzie| Compton
pg39692,Mildred Arkell: A Novel. Vol. 1 (of 3),Literary,Wood| Mrs. Henry
pg39693,Mildred Arkell: A Novel. Vol. 3 (of 3),Literary,Wood| Mrs. Henry
pg39731,The Marriage of Esther,Literary,Boothby| Guy
pg39768,Vassall Morton: A Novel,Literary,Parkman| Francis
pg39813,A Sovereign Remedy,Literary,Steel| Flora Annie Webster
pg39905,Upsidonia,Humorous and Wit and Satire,Marshall| Archibald
pg39940,Ashton-Kirk- Secret Agent,Detective and Mystery,McIntyre| John Thomas
pg40111,In Silk Attire: A Novel,Literary,Black| William
pg40114,Fashion and Famine,Literary,Stephens| Ann S.
pg40180,A Woman's Love,Literary,Opie| Amelia
pg40199,Mabel: A Novel. Vol. 2 (of 3),Literary,Newby| Mrs. C. J.
pg40278,The Threatening Eye,Literary,Knight| E. F.
pg40324,True to a Type- Vol. 1 (of 2),Literary,Cleland| Robert
pg40325,True to a Type- Vol. 2 (of 2),Literary,Cleland| Robert
pg40347,The Coward Behind the Curtain,Literary,Marsh| Richard
pg40348,The Crime and the Criminal,Detective and Mystery,Marsh| Richard
pg40418,It May Be True- Vol. 1 (of 3),Literary,Wood| Mrs. Henry
pg40431,Miss Hildreth: A Novel- Volume 1,Literary,Stevens| Augusta de Grasse
pg40432,Miss Hildreth: A Novel- Volume 2,Literary,Stevens| Augusta de Grasse
pg40433,Miss Hildreth: A Novel- Volume 3,Literary,Stevens| Augusta de Grasse
pg40450,Violet Forster's Lover,Literary,Marsh| Richard
pg40451,Under One Flag,Literary,Marsh| Richard
pg40452,The Twickenham Peerage,Literary,Marsh| Richard
pg4046,The Garden of Survival,Ghost and Horror,Blackwood| Algernon
pg40484,Black Star's Campaign: A Detective Story,Detective and Mystery,McCulley| Johnston
pg40491,The Red Lottery Ticket,Detective and Mystery,Boisgobey| Fortunu
pg40493,The King of Diamonds: A Tale of Mystery and Adventure,Detective and Mystery,Tracy| Louis
pg40495,The Ordeal of Elizabeth,Literary,Anonymous
pg40545,The Splendid Fairing,Literary,Holme| Constance
pg40566,Moth and Rust  Together with Geoffrey's Wife and The Pitfall,Literary,Cholmondeley| Mary
pg40611,Prince Charlie,Literary,Delannoy| Burford
pg40651,The Hypocrite,Literary,Thorne| Guy
pg40672,The White Virgin,Literary,Fenn| George Manville
pg40673,The Tiger Lily,Literary,Fenn| George Manville
pg40674,Sawn Off: A Tale of a Family Tree,Literary,Fenn| George Manville
pg40702,Gretchen: A Novel,Literary,Holmes| Mary Jane
pg40821,Fighting Byng: A Novel of Mystery- Intrigue and Adventure,Detective and Mystery,Stone| A.
pg4084,The Adventures of Peregrine Pickle,Literary,Smollett| T.
pg40926,Meg- of Valencia,Literary,Jarrell| Myra Williams
pg40998,The Day of Temptation,Literary,Queux| William Le
pg40999,Stolen Souls,Literary,Queux| William Le
pg41089,The Sign of the Stranger,Detective and Mystery,Queux| William Le
pg41122,Rayton: A Backwoods Mystery,Literary,Roberts| Theodore Goodridge
pg41191,Jenifer's Prayer,Literary,Crane| Oliver
pg41212,The Eve of All-Hallows- Adelaide of Tyrconnel- v. 1 of 3,Literary,Hartstonge| Matthew Weld
pg41247,Ten Thousand a-Year. Volume 3.,Literary,Warren| Samuel
pg41284,The Arm-Chair at the Inn,Literary,Smith| Francis Hopkinson
pg41313,My Danish Sweetheart: A Novel. Volume 1 of 3,Sea and Adventure,Russell| William Clark
pg41314,My Danish Sweetheart: A Novel. Volume 2 of 3,Sea and Adventure,Russell| William Clark
pg41315,My Danish Sweetheart: A Novel. Volume 3 of 3,Sea and Adventure,Russell| William Clark
pg41329,Mrs. Dorriman: A Novel. Volume 1 of 3,Literary,Chetwynd| Mrs. Henry Wayland
pg41330,Mrs. Dorriman: A Novel. Volume 2 of 3,Literary,Chetwynd| Mrs. Henry Wayland
pg41331,Mrs. Dorriman: A Novel. Volume 3 of 3,Literary,Chetwynd| Mrs. Henry Wayland
pg41332,Ten Thousand a-Year. Volume 2.,Literary,Warren| Samuel
pg41339,Mount Royal: A Novel. Volume 1 of 3,Literary,Braddon| M. E.
pg41340,Mount Royal: A Novel. Volume 2 of 3,Literary,Braddon| M. E.
pg41341,Mount Royal: A Novel. Volume 3 of 3,Literary,Braddon| M. E.
pg41374,Mohawks: A Novel. Volume 1 of 3,Literary,Braddon| M. E.
pg41375,Mohawks: A Novel. Volume 2 of 3,Literary,Braddon| M. E.
pg41376,Mohawks: A Novel. Volume 3 of 3,Literary,Braddon| M. E.
pg41459,The Broken Thread,Detective and Mystery,Queux| William Le
pg41483,The Yazoo Mystery: A Novel,Literary,Craddock| Irving
pg41490,The Decadent: Being the Gospel of Inaction - Wherein Are Set Forth in Romance Form Certain Reflections Touching the Curious Characteristics of These Ultimate Years- and the Divers Causes Thereof,Literary,Cram| Ralph Adams
pg41525,The House Opposite: A Mystery,Detective and Mystery,Kent| Elizabeth
pg41542,Rose Clark,Literary,Fern| Fanny
pg41564,Mabel: A Novel. Vol. 1 (of 3),Literary,Newby| Mrs. C. J.
pg41660,A Fortnight of Folly,Literary,Conway| Hugh| Thompson| Maurice
pg41672,A Changed Heart: A Novel,Literary,Fleming| May Agnes
pg41764,Albrecht,Literary,Bates| Arlo
pg41790,Quintus Oakes: A Detective Story,Detective and Mystery,Jackson| Charles Ross
pg41794,The Last Miracle,Literary,Shiel| M. P.
pg41817,John Marvel- Assistant,Literary,Page| Thomas Nelson
pg41844,The Golden Bough,Literary,Gibbs| George
pg41859,The Terms of Surrender,Literary,Tracy| Louis
pg41863,Ragna,Literary,Costantini| Anna Miller
pg41932,A Fair Mystery: The Story of a Coquette,Literary,Brame| Charlotte M.
pg41963,The Debatable Land: A Novel,Literary,Colton| Arthur
pg42010,The Barrel Mystery,Detective and Mystery,Flynn| William J.
pg42095,The Eve of All-Hallows- Adelaide of Tyrconnel- v. 2 of 3,Literary,Hartstonge| Matthew Weld
pg42115,The Trail-Hunter: A Tale of the Far West,Western Stories,Aimard| Gustave
pg42117,The Pirates of the Prairies: Adventures in the American Desert,Western Stories,Aimard| Gustave
pg42145,The World Before Them: A Novel. Volume 2 (of 3),Literary,Moodie| Susanna
pg42165,The World Before Them: A Novel. Volume 1 (of 3),Literary,Moodie| Susanna
pg42174,The World Before Them: A Novel. Volume 3 (of 3),Literary,Moodie| Susanna
pg42320,The Shadow of a Sin,Literary,Brame| Charlotte M.
pg42423,Justin Wingate- Ranchman,Western Stories,Whitson| John Harvey
pg42462,Barbara Rebell,Literary,Lowndes| Marie Belloc
pg42491,Lady Eureka- The Mystery: A Prophecy of the Future. Volume 1,Literary,Williams| Robert Folkestone
pg42492,Lady Eureka- The Mystery: A Prophecy of the Future. Volume 2,Literary,Williams| Robert Folkestone
pg42493,Lady Eureka- The Mystery: A Prophecy of the Future. Volume 3,Literary,Williams| Robert Folkestone
pg42496,Miracle Gold: A Novel (Vol. 2 of 3),Literary,Dowling| Richard
pg42498,Miracle Gold: A Novel (Vol. 1 of 3),Literary,Dowling| Richard
pg42499,Miracle Gold: A Novel (Vol. 3 of 3),Literary,Dowling| Richard
pg42519,Blackthorn Farm,Literary,Applin| Arthur
pg42533,Narcissus,Literary,Scott| Evelyn
pg42534,The Narrow House,Literary,Scott| Evelyn
pg42536,Yonder,Literary,Young| E. H.
pg42581,The Deacon: An Original Comedy Drama in Five Acts,Literary,Dale| Horace C.
pg426,Tales and Fantasies,Literary,Stevenson| Robert Louis
pg42714,The Luminous Face,Detective and Mystery,Wells| Carolyn
pg42750,Tempest-Driven: A Romance (Vol. 1 of 3),Literary,Dowling| Richard
pg42751,Tempest-Driven: A Romance (Vol. 2 of 3),Literary,Dowling| Richard
pg42752,Tempest-Driven: A Romance (Vol. 3 of 3),Literary,Dowling| Richard
pg42763,Swords Reluctant,Literary,Pemberton| Max
pg42772,It Pays to Smile,Literary,Putnam| Nina Wilcox
pg42807,The Mystery of the Clasped Hands: A Novel,Detective and Mystery,Boothby| Guy
pg42905,Great Porter Square: A Mystery. v. 1,Detective and Mystery,Farjeon| B. L.
pg42906,Great Porter Square: A Mystery. v. 2,Detective and Mystery,Farjeon| B. L.
pg42907,Great Porter Square: A Mystery. v. 3,Detective and Mystery,Farjeon| B. L.
pg42926,The Last of Their Race,Literary,Swan| Annie S.
pg43037,Guy Kenmore's Wife- and The Rose and the Lily,Literary,Miller| Mrs. Alex. McVeigh
pg43080,Devota,Literary,Evans| Augusta J.
pg43162,Hugh Crichton's Romance,Literary,Coleridge| Christabel R.
pg43190,Blade-O'-Grass. Golden Grain. and Bread and Cheese and Kisses.,Christmas Stories,Farjeon| B. L.
pg43449,Mrs. Severn: A Novel- Vol. 1 (of 3),Literary,Carter| Mary Elizabeth
pg43489,The Gypsy Queen's Vow,Literary,Fleming| May Agnes
pg43498,Flora Adair- Love Works Wonders. Vol. 1 (of 2),Literary,Donelan| A. M.
pg43499,Flora Adair- Love Works Wonders. Vol. 2 (of 2),Literary,Donelan| A. M.
pg43716,The Adventurers,Sea and Adventure,Aimard| Gustave
pg43743,Munster Village,Literary,Hamilton| Lady Mary
pg43925,The Prairie Flower: A Tale of the Indian Border,Western Stories,Aimard| Gustave
pg44018,First Love: A Novel. Vol. 1 of 3,Literary,Loudon| Mrs.
pg44264,The Eve of All-Hallows- Adelaide of Tyrconnel- v. 3 of 3,Literary,Hartstonge| Matthew Weld
pg44326,Wanted: A Husband. A Novel,Literary,Adams| Samuel Hopkins
pg44375,The Bee Hunters: A Tale of Adventure,Sea and Adventure,Aimard| Gustave
pg44421,The Rebel Chief: A Tale of Guerilla Life,Literary,Aimard| Gustave
pg44454,The Smuggler Chief: A Novel,Sea and Adventure,Aimard| Gustave
pg44581,The Stoneground Ghost Tales - Compiled from the recollections of the reverend Roland Batchel- the vicar of the parish.,Ghost and Horror,Swain| E. G.
pg44633,Held to Answer: A Novel,Literary,MacFarlane| Peter Clark
pg44796,The Prodigal Village: A Christmas Tale,Christmas Stories,Bacheller| Irving
pg44803,Little Golden's Daughter- The Dream of a Life Time,Literary,Miller| Mrs. Alex. McVeigh
pg44819,Kathleen's Diamonds- She Loved a Handsome Actor,Literary,Miller| Mrs. Alex. McVeigh
pg44828,Wild Margaret,Literary,Garvice| Charles
pg44841,The Mark of Cain,Detective and Mystery,Wells| Carolyn
pg44872,The Man Who Fell Through the Earth,Detective and Mystery,Wells| Carolyn
pg44878,A Man's World,Literary,Edwards| Albert
pg44984,The Mystery Girl,Detective and Mystery,Wells| Carolyn
pg45042,A Mock Idyl,Literary,Ross| Percy
pg45047,The Red River Half-Breed: A Tale of the Wild North-West,Western Stories,Aimard| Gustave
pg45104,Farewell,Literary,Stacpoole| William Henry
pg45401,The Guide of the Desert,Western Stories,Aimard| Gustave
pg45402,The Insurgent Chief,Literary,Aimard| Gustave
pg45403,The Flying Horseman,Literary,Aimard| Gustave
pg45618,Deadwood Dick Jr. Branded- Red Rover at Powder Pocket.,Western Stories,Wheeler| Edward L.
pg45622,The Curved Blades,Detective and Mystery,Wells| Carolyn
pg45636,Stolen Idols,Detective and Mystery,Oppenheim| E. Phillips
pg45816,The House on the Moor- v. 1-3,Literary,Oliphant| Mrs.
pg45817,The House on the Moor- v. 2-3,Literary,Oliphant| Mrs.
pg45818,The House on the Moor- v. 3-3,Literary,Oliphant| Mrs.
pg45872,Pretty Geraldine- the New York Salesgirl- Wedded to Her Choice,Literary,Miller| Mrs. Alex. McVeigh
pg45912,The Vanishing of Betty Varian,Detective and Mystery,Wells| Carolyn
